"CodeC","NoImmat","DateDebLoc","DateFinLoc","KmDeb","KmFin"
4247,"IMM0141","2023-03-17","2023-03-27",1328,1608
1377,"IMM0141","2023-03-25","2023-04-03",1608,1767
3308,"IMM0141","2023-04-08","2023-04-15",1767,2162
659,"IMM0141","2023-04-09","2023-04-17",2162,2712
1646,"IMM0141","2023-04-10","2023-04-12",2712,2973
684,"IMM0141","2023-04-16","2023-04-26",2973,3494
2373,"IMM0141","2023-04-19","2023-04-29",3494,3795
948,"IMM0141","2023-05-05","2023-05-09",3795,4178
1128,"IMM0141","2023-05-12","2023-05-20",4178,4920
3496,"IMM0141","2023-05-29","2023-06-01",4920,5322
2808,"IMM0141","2023-08-09","2023-08-19",5322,5624
4030,"IMM0141","2023-08-10","2023-08-17",5624,6349
3031,"IMM0141","2023-08-14","2023-08-16",6349,6494
4249,"IMM0141","2023-12-07","2023-12-10",6494,6872
3583,"IMM0141","2024-01-06","2024-01-13",6872,7563
2766,"IMM0141","2024-02-28","2024-03-01",7563,8005
1758,"IMM0141","2024-03-07","2024-03-17",8005,8167
3734,"IMM0141","2024-03-17","2024-03-20",8167,8697
784,"IMM0141","2024-03-26","2024-04-01",8697,9004
4382,"IMM0141","2024-04-12","2024-04-16",9004,9477
1411,"IMM0141","2024-04-21","2024-04-30",9477,9622
1600,"IMM0141","2024-05-03","2024-05-08",9622,9796
1920,"IMM0141","2024-05-04","2024-05-10",9796,9870
1539,"IMM0141","2024-06-02","2024-06-06",9870,10210
3296,"IMM0141","2024-06-07","2024-06-08",10210,10990
3879,"IMM0141","2024-06-16","2024-06-21",10990,11646
3407,"IMM0141","2024-06-21","2024-06-30",11646,12147
2669,"IMM0141","2024-06-27","2024-07-05",12147,12505
2423,"IMM0141","2024-07-01","2024-07-08",12505,13271
2583,"IMM0141","2024-07-18","2024-07-23",13271,14046
2073,"IMM0141","2024-07-26","2024-08-04",14046,14241
942,"IMM0141","2024-08-02","2024-08-11",14241,14791
1784,"IMM0141","2024-08-12","2024-08-22",14791,15412
1450,"IMM0141","2024-08-18","2024-08-20",15412,15592
2703,"IMM0141","2024-08-29","2024-09-04",15592,16164
4451,"IMM0141","2024-08-29","2024-09-06",16164,16696
2290,"IMM0141","2024-09-10","2024-09-11",16696,17105
476,"IMM0141","2024-09-17","2024-09-21",17105,17221
2789,"IMM0141","2024-10-08","2024-10-10",17221,17483
2543,"IMM0141","2024-10-09","2024-10-16",17483,17915
442,"IMM0141","2024-10-18","2024-10-27",17915,18686
3407,"IMM0141","2024-11-24","2024-11-30",18686,19445
3426,"IMM0141","2024-12-01","2024-12-11",19445,20071
3513,"IMM0141","2024-12-28","2024-12-31",20071,20679
4018,"IMM0141","2024-12-30","2024-12-31",20679,21029
3990,"IMM0142","2023-01-27","2023-02-04",4515,4827
2551,"IMM0142","2023-02-13","2023-02-15",4827,4911
2064,"IMM0142","2023-02-20","2023-02-24",4911,5560
3844,"IMM0142","2023-03-22","2023-03-24",5560,5724
4258,"IMM0142","2023-03-30","2023-04-02",5724,6495
451,"IMM0142","2023-03-31","2023-04-01",6495,6768
2256,"IMM0142","2023-05-19","2023-05-20",6768,7455
2012,"IMM0142","2023-06-10","2023-06-16",7455,8028
1501,"IMM0142","2023-06-19","2023-06-27",8028,8778
929,"IMM0142","2023-08-08","2023-08-16",8778,9030
1108,"IMM0142","2023-08-22","2023-08-23",9030,9296
654,"IMM0142","2023-08-27","2023-08-28",9296,9793
3256,"IMM0142","2023-08-30","2023-09-06",9793,10131
3569,"IMM0142","2023-09-02","2023-09-08",10131,10279
4109,"IMM0142","2023-09-12","2023-09-17",10279,10815
4168,"IMM0142","2023-09-27","2023-10-06",10815,11375
3826,"IMM0142","2023-11-12","2023-11-21",11375,11987
4195,"IMM0142","2023-12-14","2023-12-19",11987,12395
4101,"IMM0142","2024-01-11","2024-01-19",12395,13079
2913,"IMM0142","2024-01-13","2024-01-21",13079,13846
3909,"IMM0142","2024-01-20","2024-01-22",13846,13997
2395,"IMM0142","2024-01-27","2024-02-06",13997,14135
3753,"IMM0142","2024-03-07","2024-03-17",14135,14485
3414,"IMM0142","2024-03-07","2024-03-09",14485,15197
444,"IMM0142","2024-03-07","2024-03-14",15197,15850
1450,"IMM0142","2024-03-10","2024-03-14",15850,16553
2903,"IMM0142","2024-03-27","2024-03-29",16553,16624
4415,"IMM0142","2024-04-01","2024-04-05",16624,16810
4041,"IMM0142","2024-04-14","2024-04-23",16810,17267
3216,"IMM0142","2024-05-05","2024-05-14",17267,17752
4441,"IMM0142","2024-05-18","2024-05-28",17752,18387
4303,"IMM0142","2024-05-25","2024-05-30",18387,18586
146,"IMM0142","2024-06-15","2024-06-16",18586,18870
1535,"IMM0142","2024-09-13","2024-09-20",18870,19258
496,"IMM0142","2024-09-17","2024-09-21",19258,19358
2596,"IMM0142","2024-09-27","2024-09-30",19358,19675
769,"IMM0142","2024-10-08","2024-10-10",19675,20004
1380,"IMM0142","2024-10-17","2024-10-18",20004,20507
3335,"IMM0142","2024-10-18","2024-10-24",20507,20654
1827,"IMM0142","2024-11-27","2024-12-01",20654,21049
1457,"IMM0142","2024-12-13","2024-12-23",21049,21388
2629,"IMM0143","2023-02-01","2023-02-08",1586,1705
2300,"IMM0143","2023-02-24","2023-02-28",1705,1878
2822,"IMM0143","2023-02-25","2023-03-01",1878,2609
4196,"IMM0143","2023-03-13","2023-03-17",2609,3359
2492,"IMM0143","2023-03-14","2023-03-23",3359,4065
2972,"IMM0143","2023-04-27","2023-05-01",4065,4182
1461,"IMM0143","2023-05-27","2023-05-28",4182,4264
4259,"IMM0143","2023-06-05","2023-06-11",4264,4904
349,"IMM0143","2023-06-18","2023-06-23",4904,5002
242,"IMM0143","2023-07-20","2023-07-23",5002,5338
852,"IMM0143","2023-07-30","2023-08-07",5338,5420
1761,"IMM0143","2023-09-12","2023-09-19",5420,6203
2061,"IMM0143","2023-10-04","2023-10-07",6203,6502
4022,"IMM0143","2023-11-04","2023-11-08",6502,6774
636,"IMM0143","2023-11-05","2023-11-09",6774,7130
1222,"IMM0143","2023-11-21","2023-11-26",7130,7244
2395,"IMM0143","2023-12-10","2023-12-18",7244,7420
4200,"IMM0143","2024-01-18","2024-01-28",7420,7963
3224,"IMM0143","2024-01-21","2024-01-24",7963,8089
3935,"IMM0143","2024-02-12","2024-02-20",8089,8759
2412,"IMM0143","2024-02-26","2024-02-29",8759,9466
1456,"IMM0143","2024-03-03","2024-03-05",9466,9551
849,"IMM0143","2024-03-10","2024-03-18",9551,9740
4062,"IMM0143","2024-03-23","2024-03-28",9740,10344
1093,"IMM0143","2024-03-30","2024-04-01",10344,11119
2791,"IMM0143","2024-04-04","2024-04-06",11119,11660
2762,"IMM0143","2024-05-02","2024-05-03",11660,12459
4017,"IMM0143","2024-05-04","2024-05-14",12459,12940
1933,"IMM0143","2024-05-17","2024-05-19",12940,13220
1178,"IMM0143","2024-06-18","2024-06-23",13220,13973
495,"IMM0143","2024-07-06","2024-07-11",13973,14623
3191,"IMM0143","2024-07-09","2024-07-11",14623,15310
3439,"IMM0143","2024-08-03","2024-08-09",15310,15454
3248,"IMM0143","2024-08-04","2024-08-11",15454,15679
3944,"IMM0143","2024-08-06","2024-08-08",15679,16011
2875,"IMM0143","2024-08-27","2024-09-04",16011,16113
3475,"IMM0143","2024-09-06","2024-09-12",16113,16869
4353,"IMM0143","2024-10-07","2024-10-14",16869,17438
3571,"IMM0143","2024-10-08","2024-10-11",17438,17707
3619,"IMM0143","2024-10-09","2024-10-18",17707,18137
3675,"IMM0143","2024-10-13","2024-10-21",18137,18285
3794,"IMM0143","2024-11-27","2024-11-29",18285,18517
540,"IMM0143","2024-12-06","2024-12-16",18517,19171
1598,"IMM0143","2024-12-12","2024-12-22",19171,19309
4036,"IMM0143","2024-12-30","2024-12-31",19309,20097
4188,"IMM0144","2023-01-01","2023-01-09",1946,2709
2227,"IMM0144","2023-01-02","2023-01-12",2709,3486
1585,"IMM0144","2023-01-02","2023-01-05",3486,3543
1717,"IMM0144","2023-01-11","2023-01-21",3543,3737
1367,"IMM0144","2023-01-12","2023-01-19",3737,4353
3299,"IMM0144","2023-02-10","2023-02-19",4353,4885
210,"IMM0144","2023-03-31","2023-04-04",4885,5416
3007,"IMM0144","2023-05-11","2023-05-17",5416,5968
4353,"IMM0144","2023-06-14","2023-06-20",5968,6311
2685,"IMM0144","2023-06-25","2023-07-03",6311,7083
3167,"IMM0144","2023-07-07","2023-07-13",7083,7352
35,"IMM0144","2023-07-20","2023-07-30",7352,7548
2136,"IMM0144","2023-08-13","2023-08-20",7548,7892
1681,"IMM0144","2023-10-11","2023-10-12",7892,8459
915,"IMM0144","2023-10-21","2023-10-25",8459,8641
1230,"IMM0144","2023-10-25","2023-10-28",8641,9045
3773,"IMM0144","2023-11-08","2023-11-14",9045,9114
2120,"IMM0144","2023-11-10","2023-11-12",9114,9305
1341,"IMM0144","2023-11-11","2023-11-18",9305,9757
2507,"IMM0144","2023-12-11","2023-12-15",9757,10515
3060,"IMM0144","2023-12-15","2023-12-16",10515,11150
2304,"IMM0144","2024-02-29","2024-03-06",11150,11578
3634,"IMM0144","2024-03-06","2024-03-10",11578,11728
2347,"IMM0144","2024-03-09","2024-03-19",11728,11932
3473,"IMM0144","2024-03-10","2024-03-17",11932,12163
1192,"IMM0144","2024-03-25","2024-03-30",12163,12716
3592,"IMM0144","2024-03-29","2024-04-05",12716,12768
1651,"IMM0144","2024-05-04","2024-05-13",12768,12973
4115,"IMM0144","2024-05-16","2024-05-17",12973,13515
576,"IMM0144","2024-05-23","2024-05-24",13515,13615
1184,"IMM0144","2024-05-27","2024-06-01",13615,13988
4306,"IMM0144","2024-06-01","2024-06-10",13988,14731
3511,"IMM0144","2024-07-07","2024-07-12",14731,14896
3767,"IMM0144","2024-07-09","2024-07-19",14896,15191
3188,"IMM0144","2024-07-12","2024-07-22",15191,15730
2004,"IMM0144","2024-07-31","2024-08-04",15730,16407
1664,"IMM0144","2024-08-14","2024-08-18",16407,16974
1604,"IMM0144","2024-09-03","2024-09-07",16974,17563
3655,"IMM0144","2024-09-07","2024-09-14",17563,18180
4198,"IMM0144","2024-09-12","2024-09-16",18180,18794
3265,"IMM0144","2024-10-14","2024-10-23",18794,19438
4337,"IMM0144","2024-10-14","2024-10-17",19438,19841
4201,"IMM0144","2024-10-23","2024-10-25",19841,20349
1724,"IMM0144","2024-10-24","2024-11-02",20349,21136
3553,"IMM0144","2024-10-28","2024-11-06",21136,21290
3104,"IMM0144","2024-11-05","2024-11-11",21290,21524
1164,"IMM0144","2024-11-12","2024-11-16",21524,21914
305,"IMM0144","2024-12-17","2024-12-25",21914,22614
3233,"IMM0145","2023-01-26","2023-02-03",1894,2101
1264,"IMM0145","2023-02-01","2023-02-08",2101,2829
3555,"IMM0145","2023-02-28","2023-03-03",2829,3426
723,"IMM0145","2023-04-27","2023-04-28",3426,3936
3311,"IMM0145","2023-05-17","2023-05-25",3936,4453
3640,"IMM0145","2023-06-30","2023-07-09",4453,4926
3631,"IMM0145","2023-07-21","2023-07-25",4926,5694
3950,"IMM0145","2023-08-02","2023-08-04",5694,6289
554,"IMM0145","2023-08-27","2023-09-06",6289,6385
2940,"IMM0145","2023-08-30","2023-09-09",6385,6883
2169,"IMM0145","2023-09-19","2023-09-26",6883,7446
1866,"IMM0145","2023-10-24","2023-10-28",7446,7529
2962,"IMM0145","2023-12-26","2023-12-30",7529,8287
3981,"IMM0145","2024-01-04","2024-01-09",8287,8380
3478,"IMM0145","2024-01-21","2024-01-24",8380,8692
1150,"IMM0145","2024-02-18","2024-02-25",8692,8862
454,"IMM0145","2024-05-06","2024-05-10",8862,9159
1241,"IMM0145","2024-05-17","2024-05-22",9159,9778
3869,"IMM0145","2024-06-12","2024-06-20",9778,10020
3192,"IMM0145","2024-06-19","2024-06-25",10020,10181
4327,"IMM0145","2024-07-08","2024-07-17",10181,10511
910,"IMM0145","2024-07-10","2024-07-20",10511,11110
3350,"IMM0145","2024-08-16","2024-08-23",11110,11243
1733,"IMM0145","2024-08-31","2024-09-03",11243,11887
2467,"IMM0145","2024-09-03","2024-09-04",11887,12346
1952,"IMM0145","2024-09-09","2024-09-15",12346,12879
1495,"IMM0145","2024-09-10","2024-09-15",12879,13407
3302,"IMM0145","2024-09-22","2024-09-26",13407,14070
2853,"IMM0145","2024-09-23","2024-10-01",14070,14270
3251,"IMM0145","2024-10-08","2024-10-17",14270,14650
283,"IMM0145","2024-10-08","2024-10-09",14650,15176
1146,"IMM0145","2024-11-13","2024-11-22",15176,15919
2450,"IMM0145","2024-12-28","2024-12-31",15919,16489
1159,"IMM0146","2023-01-09","2023-01-16",4818,5182
3104,"IMM0146","2023-01-17","2023-01-19",5182,5563
1983,"IMM0146","2023-01-28","2023-02-01",5563,5647
86,"IMM0146","2023-01-30","2023-02-02",5647,6205
92,"IMM0146","2023-03-04","2023-03-07",6205,6726
2977,"IMM0146","2023-03-08","2023-03-09",6726,7263
3437,"IMM0146","2023-04-13","2023-04-23",7263,7794
3580,"IMM0146","2023-05-26","2023-06-05",7794,8093
4404,"IMM0146","2023-06-03","2023-06-04",8093,8469
887,"IMM0146","2023-06-14","2023-06-19",8469,8885
1969,"IMM0146","2023-06-14","2023-06-23",8885,9321
81,"IMM0146","2023-08-17","2023-08-19",9321,9816
4225,"IMM0146","2023-08-20","2023-08-22",9816,10024
308,"IMM0146","2023-08-29","2023-09-06",10024,10424
53,"IMM0146","2023-10-01","2023-10-02",10424,10499
3298,"IMM0146","2023-10-02","2023-10-12",10499,11181
663,"IMM0146","2023-10-07","2023-10-13",11181,11605
4340,"IMM0146","2023-10-21","2023-10-27",11605,12237
1795,"IMM0146","2023-10-28","2023-11-07",12237,12964
1285,"IMM0146","2023-11-14","2023-11-17",12964,13278
2099,"IMM0146","2023-11-17","2023-11-23",13278,13692
3573,"IMM0146","2023-11-26","2023-12-02",13692,13929
1738,"IMM0146","2023-12-01","2023-12-04",13929,14109
786,"IMM0146","2023-12-20","2023-12-25",14109,14707
2533,"IMM0146","2023-12-30","2024-01-04",14707,14842
1553,"IMM0146","2024-01-19","2024-01-29",14842,15477
3061,"IMM0146","2024-01-26","2024-01-28",15477,15984
3294,"IMM0146","2024-02-06","2024-02-16",15984,16648
1631,"IMM0146","2024-03-15","2024-03-19",16648,16751
1954,"IMM0146","2024-03-20","2024-03-29",16751,16882
2596,"IMM0146","2024-03-31","2024-04-07",16882,17529
2680,"IMM0146","2024-04-12","2024-04-22",17529,17621
3946,"IMM0146","2024-04-23","2024-04-24",17621,18028
3567,"IMM0146","2024-05-14","2024-05-24",18028,18456
534,"IMM0146","2024-05-14","2024-05-15",18456,18947
1710,"IMM0146","2024-05-26","2024-06-02",18947,19111
522,"IMM0146","2024-05-30","2024-06-02",19111,19692
3971,"IMM0146","2024-06-07","2024-06-12",19692,19784
4117,"IMM0146","2024-06-21","2024-06-23",19784,19899
3715,"IMM0146","2024-08-01","2024-08-05",19899,19974
3079,"IMM0146","2024-08-05","2024-08-15",19974,20639
1878,"IMM0146","2024-08-10","2024-08-19",20639,20837
568,"IMM0146","2024-08-15","2024-08-20",20837,21208
1085,"IMM0146","2024-08-25","2024-09-03",21208,21709
4256,"IMM0146","2024-09-11","2024-09-21",21709,22375
3249,"IMM0146","2024-09-13","2024-09-16",22375,22942
1922,"IMM0146","2024-09-23","2024-09-24",22942,23649
1533,"IMM0146","2024-09-25","2024-10-04",23649,23992
463,"IMM0146","2024-09-28","2024-10-04",23992,24189
613,"IMM0146","2024-10-13","2024-10-22",24189,24606
388,"IMM0146","2024-10-22","2024-10-28",24606,25048
428,"IMM0146","2024-10-25","2024-11-03",25048,25292
876,"IMM0146","2024-12-04","2024-12-14",25292,25440
1227,"IMM0146","2024-12-07","2024-12-14",25440,25544
2152,"IMM0146","2024-12-12","2024-12-21",25544,25956
4328,"IMM0146","2024-12-15","2024-12-25",25956,26437
2671,"IMM0146","2024-12-17","2024-12-22",26437,27114
557,"IMM0146","2024-12-30","2024-12-31",27114,27442
798,"IMM0147","2023-01-07","2023-01-10",594,1332
1812,"IMM0147","2023-01-11","2023-01-17",1332,1435
3417,"IMM0147","2023-01-16","2023-01-23",1435,2128
3072,"IMM0147","2023-01-29","2023-02-05",2128,2621
453,"IMM0147","2023-02-07","2023-02-13",2621,2700
2859,"IMM0147","2023-02-18","2023-02-28",2700,2771
4189,"IMM0147","2023-02-22","2023-02-28",2771,3480
3053,"IMM0147","2023-03-13","2023-03-21",3480,3968
2702,"IMM0147","2023-04-21","2023-04-29",3968,4568
1743,"IMM0147","2023-06-06","2023-06-14",4568,5204
2037,"IMM0147","2023-07-11","2023-07-21",5204,5352
2527,"IMM0147","2023-08-19","2023-08-27",5352,5674
1850,"IMM0147","2023-09-05","2023-09-13",5674,5879
342,"IMM0147","2023-09-17","2023-09-21",5879,6262
1249,"IMM0147","2023-10-06","2023-10-08",6262,7022
3176,"IMM0147","2023-10-06","2023-10-07",7022,7678
1022,"IMM0147","2023-11-10","2023-11-11",7678,7869
3733,"IMM0147","2023-11-12","2023-11-19",7869,8197
4073,"IMM0147","2023-11-13","2023-11-15",8197,8562
1535,"IMM0147","2023-12-11","2023-12-16",8562,9303
1867,"IMM0147","2023-12-28","2023-12-31",9303,9435
826,"IMM0147","2024-01-05","2024-01-07",9435,10132
403,"IMM0147","2024-01-16","2024-01-19",10132,10629
3413,"IMM0147","2024-01-17","2024-01-20",10629,10919
3973,"IMM0147","2024-01-25","2024-02-02",10919,11165
894,"IMM0147","2024-02-05","2024-02-09",11165,11470
61,"IMM0147","2024-02-06","2024-02-16",11470,12070
1994,"IMM0147","2024-02-13","2024-02-15",12070,12389
3031,"IMM0147","2024-03-14","2024-03-17",12389,12694
4021,"IMM0147","2024-04-13","2024-04-22",12694,12757
1699,"IMM0147","2024-04-15","2024-04-20",12757,13202
1777,"IMM0147","2024-04-28","2024-05-02",13202,13437
4219,"IMM0147","2024-05-26","2024-06-03",13437,13757
1257,"IMM0147","2024-06-06","2024-06-12",13757,14233
2621,"IMM0147","2024-06-26","2024-07-03",14233,14848
3217,"IMM0147","2024-07-10","2024-07-17",14848,15442
280,"IMM0147","2024-08-21","2024-08-27",15442,16059
334,"IMM0147","2024-08-31","2024-09-01",16059,16159
2952,"IMM0147","2024-09-29","2024-10-08",16159,16798
2865,"IMM0147","2024-10-03","2024-10-07",16798,17405
949,"IMM0147","2024-10-18","2024-10-24",17405,17935
3052,"IMM0147","2024-10-26","2024-10-27",17935,18079
2573,"IMM0147","2024-12-04","2024-12-09",18079,18355
3241,"IMM0148","2023-01-04","2023-01-11",4884,5372
4394,"IMM0148","2023-02-06","2023-02-15",5372,5792
2380,"IMM0148","2023-02-20","2023-02-26",5792,6525
2725,"IMM0148","2023-04-05","2023-04-09",6525,7224
3269,"IMM0148","2023-04-06","2023-04-10",7224,7783
4066,"IMM0148","2023-04-20","2023-04-27",7783,8276
2954,"IMM0148","2023-04-20","2023-04-30",8276,8961
2886,"IMM0148","2023-04-24","2023-05-04",8961,9624
374,"IMM0148","2023-04-27","2023-04-30",9624,10352
1873,"IMM0148","2023-04-28","2023-05-03",10352,10690
1088,"IMM0148","2023-05-25","2023-05-29",10690,11314
838,"IMM0148","2023-09-16","2023-09-23",11314,11549
1512,"IMM0148","2023-10-05","2023-10-12",11549,12038
2207,"IMM0148","2023-10-08","2023-10-17",12038,12405
883,"IMM0148","2023-10-16","2023-10-25",12405,13118
3212,"IMM0148","2023-10-30","2023-11-01",13118,13487
3154,"IMM0148","2023-12-08","2023-12-11",13487,14098
4234,"IMM0148","2023-12-16","2023-12-20",14098,14561
1786,"IMM0148","2023-12-22","2023-12-28",14561,15161
490,"IMM0148","2024-01-08","2024-01-14",15161,15422
1645,"IMM0148","2024-02-21","2024-02-23",15422,16146
2956,"IMM0148","2024-02-21","2024-02-23",16146,16841
1636,"IMM0148","2024-02-29","2024-03-02",16841,17584
1614,"IMM0148","2024-03-13","2024-03-19",17584,18075
932,"IMM0148","2024-04-09","2024-04-11",18075,18579
40,"IMM0148","2024-04-09","2024-04-12",18579,19125
4152,"IMM0148","2024-04-10","2024-04-15",19125,19661
1538,"IMM0148","2024-05-07","2024-05-12",19661,20025
3738,"IMM0148","2024-06-16","2024-06-26",20025,20271
3651,"IMM0148","2024-06-27","2024-06-30",20271,20500
1857,"IMM0148","2024-07-07","2024-07-17",20500,20662
3954,"IMM0148","2024-07-10","2024-07-17",20662,20789
3337,"IMM0148","2024-07-27","2024-08-05",20789,21003
1394,"IMM0148","2024-08-31","2024-09-06",21003,21587
4476,"IMM0148","2024-09-02","2024-09-08",21587,22319
4282,"IMM0148","2024-09-26","2024-10-01",22319,23046
1615,"IMM0148","2024-09-27","2024-09-29",23046,23316
2574,"IMM0148","2024-10-11","2024-10-19",23316,23677
124,"IMM0148","2024-10-12","2024-10-21",23677,24185
2519,"IMM0148","2024-11-04","2024-11-12",24185,24515
227,"IMM0148","2024-11-16","2024-11-24",24515,24764
3905,"IMM0148","2024-12-02","2024-12-05",24764,25402
3440,"IMM0148","2024-12-05","2024-12-07",25402,25950
2845,"IMM0148","2024-12-30","2024-12-31",25950,26349
165,"IMM0149","2023-01-07","2023-01-09",1290,1708
3123,"IMM0149","2023-02-08","2023-02-18",1708,1855
2262,"IMM0149","2023-02-19","2023-02-26",1855,2594
895,"IMM0149","2023-02-26","2023-03-05",2594,3345
2448,"IMM0149","2023-03-10","2023-03-12",3345,3754
3884,"IMM0149","2023-03-21","2023-03-25",3754,3996
3893,"IMM0149","2023-03-30","2023-04-06",3996,4576
2213,"IMM0149","2023-03-31","2023-04-01",4576,5367
727,"IMM0149","2023-04-17","2023-04-21",5367,5690
588,"IMM0149","2023-05-01","2023-05-09",5690,6258
564,"IMM0149","2023-05-08","2023-05-09",6258,6941
48,"IMM0149","2023-05-08","2023-05-16",6941,7104
3067,"IMM0149","2023-05-10","2023-05-18",7104,7811
837,"IMM0149","2023-05-13","2023-05-18",7811,8214
833,"IMM0149","2023-06-02","2023-06-07",8214,8860
2937,"IMM0149","2023-07-03","2023-07-05",8860,9196
2943,"IMM0149","2023-08-06","2023-08-12",9196,9790
1552,"IMM0149","2023-08-31","2023-09-09",9790,10338
1743,"IMM0149","2023-09-06","2023-09-13",10338,10950
298,"IMM0149","2023-09-09","2023-09-17",10950,11179
3229,"IMM0149","2023-09-15","2023-09-22",11179,11972
639,"IMM0149","2023-09-15","2023-09-24",11972,12072
4384,"IMM0149","2023-09-24","2023-09-29",12072,12369
4264,"IMM0149","2023-09-26","2023-10-05",12369,12489
3135,"IMM0149","2023-10-24","2023-11-02",12489,12857
4338,"IMM0149","2023-10-24","2023-10-27",12857,13386
1392,"IMM0149","2023-11-08","2023-11-12",13386,14103
191,"IMM0149","2023-11-10","2023-11-20",14103,14771
258,"IMM0149","2023-11-15","2023-11-23",14771,14838
2554,"IMM0149","2023-11-17","2023-11-24",14838,15170
2055,"IMM0149","2023-11-20","2023-11-26",15170,15223
1935,"IMM0149","2023-11-30","2023-12-01",15223,15951
57,"IMM0149","2023-12-03","2023-12-10",15951,16688
22,"IMM0149","2023-12-08","2023-12-13",16688,17104
1019,"IMM0149","2023-12-24","2024-01-03",17104,17783
390,"IMM0149","2024-01-13","2024-01-22",17783,17918
4205,"IMM0149","2024-01-25","2024-02-02",17918,18204
1729,"IMM0149","2024-01-30","2024-01-31",18204,18283
1453,"IMM0149","2024-03-12","2024-03-20",18283,18986
3094,"IMM0149","2024-03-18","2024-03-22",18986,19767
1137,"IMM0149","2024-03-25","2024-04-02",19767,20004
1363,"IMM0149","2024-04-07","2024-04-11",20004,20562
1819,"IMM0149","2024-05-11","2024-05-18",20562,21239
2655,"IMM0149","2024-05-19","2024-05-20",21239,21557
1701,"IMM0149","2024-06-02","2024-06-05",21557,22271
3161,"IMM0149","2024-06-02","2024-06-03",22271,22660
394,"IMM0149","2024-06-10","2024-06-15",22660,23185
1916,"IMM0149","2024-07-14","2024-07-20",23185,23450
2682,"IMM0149","2024-08-08","2024-08-11",23450,23668
3427,"IMM0149","2024-08-22","2024-08-28",23668,23984
1688,"IMM0149","2024-08-26","2024-08-27",23984,24386
1714,"IMM0149","2024-09-03","2024-09-13",24386,24915
1556,"IMM0149","2024-09-13","2024-09-18",24915,25343
791,"IMM0149","2024-10-27","2024-10-31",25343,26086
2841,"IMM0149","2024-11-09","2024-11-19",26086,26737
3559,"IMM0149","2024-11-14","2024-11-19",26737,26935
3448,"IMM0149","2024-11-17","2024-11-18",26935,27633
3112,"IMM0149","2024-12-06","2024-12-07",27633,28415
1420,"IMM0150","2023-01-12","2023-01-19",4734,4825
346,"IMM0150","2023-01-27","2023-02-03",4825,5005
4424,"IMM0150","2023-02-20","2023-03-02",5005,5729
1501,"IMM0150","2023-03-12","2023-03-15",5729,5972
4266,"IMM0150","2023-04-02","2023-04-07",5972,6230
2950,"IMM0150","2023-04-02","2023-04-10",6230,6903
1538,"IMM0150","2023-04-04","2023-04-13",6903,7614
2615,"IMM0150","2023-04-28","2023-05-08",7614,7971
3009,"IMM0150","2023-06-10","2023-06-19",7971,8599
1370,"IMM0150","2023-06-10","2023-06-13",8599,8982
523,"IMM0150","2023-07-24","2023-08-01",8982,9317
3983,"IMM0150","2023-09-06","2023-09-12",9317,9547
2219,"IMM0150","2023-09-19","2023-09-29",9547,10052
3756,"IMM0150","2023-09-22","2023-09-28",10052,10509
3001,"IMM0150","2023-10-23","2023-10-29",10509,10663
1331,"IMM0150","2023-10-25","2023-11-03",10663,11238
2729,"IMM0150","2023-11-14","2023-11-21",11238,11494
4392,"IMM0150","2023-11-18","2023-11-22",11494,11982
4018,"IMM0150","2024-01-05","2024-01-12",11982,12465
2844,"IMM0150","2024-01-11","2024-01-19",12465,12574
1722,"IMM0150","2024-02-01","2024-02-03",12574,12627
642,"IMM0150","2024-03-05","2024-03-08",12627,12807
585,"IMM0150","2024-03-20","2024-03-24",12807,13086
4226,"IMM0150","2024-04-14","2024-04-22",13086,13500
1723,"IMM0150","2024-04-23","2024-04-28",13500,13732
604,"IMM0150","2024-07-29","2024-08-03",13732,14076
4189,"IMM0150","2024-09-14","2024-09-18",14076,14469
2364,"IMM0150","2024-09-16","2024-09-22",14469,14983
2364,"IMM0150","2024-09-21","2024-10-01",14983,15551
4313,"IMM0150","2024-09-29","2024-10-03",15551,16234
3482,"IMM0150","2024-10-18","2024-10-27",16234,16489
1042,"IMM0150","2024-11-01","2024-11-07",16489,16693
3045,"IMM0150","2024-12-15","2024-12-20",16693,16963
295,"IMM0150","2024-12-16","2024-12-26",16963,17209
2799,"IMM0150","2024-12-18","2024-12-22",17209,17606
1417,"IMM0150","2024-12-19","2024-12-21",17606,18016
518,"IMM0150","2024-12-24","2024-12-31",18016,18266
2771,"IMM0151","2023-01-18","2023-01-24",3095,3254
1466,"IMM0151","2023-01-21","2023-01-23",3254,3731
4195,"IMM0151","2023-01-22","2023-01-26",3731,3920
1565,"IMM0151","2023-02-09","2023-02-12",3920,4538
2909,"IMM0151","2023-02-17","2023-02-22",4538,4689
2145,"IMM0151","2023-03-20","2023-03-23",4689,4907
3353,"IMM0151","2023-04-15","2023-04-19",4907,5599
1091,"IMM0151","2023-04-16","2023-04-23",5599,5779
933,"IMM0151","2023-04-18","2023-04-23",5779,6099
2617,"IMM0151","2023-05-24","2023-05-28",6099,6635
872,"IMM0151","2023-06-05","2023-06-11",6635,7346
298,"IMM0151","2023-06-16","2023-06-21",7346,7725
1022,"IMM0151","2023-07-03","2023-07-13",7725,8177
4002,"IMM0151","2023-08-03","2023-08-12",8177,8678
4045,"IMM0151","2023-08-07","2023-08-16",8678,9240
265,"IMM0151","2023-09-19","2023-09-21",9240,9985
